,Unnamed: 0,Temp at Recording,Dew Point / Frost Point,Wet Bulb Temp,Surface Temperature,Temperature Range,Temp Max,Temp Min,Specific Humidity,Relative Humidity,Precipitation,Date,Matched_Street,Pavement_rating,Miles,Shape__Length,SentimentScore,SeverityLevel,Potholes_Count,Rating,Minutes_to_closed
793,793,19.17,10.12,14.65,19.19,16.75,27.49,10.74,7.81,59.44,0.0,2022-09-02,CLINTON,6.9125,2.047399297658828,4516.955062419473,0.0,medium,1.0,2.0,14625.0
794,794,21.97,15.6,18.78,22.18,13.98,29.43,15.44,11.35,68.5,0.05,2022-09-03,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
795,795,20.79,18.06,19.43,20.97,9.92,26.17,16.24,13.06,85.44,4.03,2022-09-04,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
796,796,18.56,18.1,18.33,19.03,5.17,21.19,16.02,13.18,97.06,22.49,2022-09-05,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
797,797,19.13,17.19,18.16,19.51,5.5,22.51,17.02,12.39,89.19,3.0,2022-09-06,GENESEE,5.346320346320346,6.7027452815396185,14746.96301093248,0.0,medium,1.0,2.0,3291.0
798,798,18.44,16.51,17.48,18.45,4.62,20.83,16.2,11.9,88.81,5.89,2022-09-07,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
799,799,20.16,15.49,17.83,19.86,10.73,25.94,15.23,11.17,77.25,2.33,2022-09-08,CLINTON,6.9125,2.047399297658828,4516.955062419473,0.0,medium,1.0,3.0,5673.0
800,800,21.11,14.98,18.04,20.55,12.88,28.05,15.16,10.74,71.25,0.06,2022-09-09,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
801,801,20.92,15.49,18.21,21.14,12.09,27.76,15.67,11.11,74.0,0.3,2022-09-10,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
802,802,18.49,16.01,17.26,18.9,3.98,20.7,16.73,11.47,85.88,3.04,2022-09-11,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
803,803,21.37,18.1,19.73,21.18,10.77,27.03,16.26,13.24,83.06,3.83,2022-09-12,MIDLAND,7.71875,2.792385648100165,6159.415991391748,0.0,medium,1.0,2.0,466.0
804,804,17.25,15.22,16.23,17.71,5.82,19.74,13.92,11.11,88.5,14.86,2022-09-13,ERIE,5.833333333333334,4.51156075819478,9929.644709219208,0.5423,low,1.0,2.0,30323.0
805,805,18.12,14.26,16.19,18.53,11.21,24.58,13.37,10.31,80.44,0.35,2022-09-14,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
806,806,13.67,6.15,9.91,13.78,10.19,18.88,8.69,5.98,63.06,0.0,2022-09-15,CLINTON,6.9125,2.047399297658828,4516.955062419473,0.3612,low,1.0,3.0,19792.0
807,807,13.67,6.15,9.91,13.78,10.19,18.88,8.69,5.98,63.06,0.0,2022-09-15,TEALL,8.235294117647058,1.561044711708741,3446.472484473938,0.3182,low,1.0,2.0,92284.0
808,808,14.48,8.37,11.43,14.26,11.75,20.51,8.76,7.02,68.94,0.11,2022-09-16,PARK,6.842376775271512,6.694097972986001,14743.72957482315,0.0,medium,1.0,2.0,27086.0
809,809,14.48,8.37,11.43,14.26,11.75,20.51,8.76,7.02,68.94,0.11,2022-09-16,TEALL,8.235294117647058,1.561044711708741,3446.472484473938,-0.4019,medium,1.0,2.0,19024.0
810,810,18.62,13.87,16.25,18.87,15.33,26.76,11.43,10.01,76.75,0.25,2022-09-17,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
811,811,21.14,17.45,19.3,21.21,9.39,26.87,17.48,12.7,80.5,2.93,2022-09-18,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
812,812,19.82,18.55,19.19,19.95,6.2,23.55,17.34,13.61,92.38,21.55,2022-09-19,GENESEE,5.346320346320346,6.7027452815396185,14746.96301093248,0.3182,low,1.0,3.0,20521.0
813,813,17.76,14.82,16.29,17.47,6.85,21.71,14.86,10.68,83.94,2.39,2022-09-20,FAYETTE,7.603395061728396,6.923820204684591,15237.007556830584,0.0,medium,1.0,2.0,18741.0
814,814,17.76,14.82,16.29,17.47,6.85,21.71,14.86,10.68,83.94,2.39,2022-09-20,GENESEE,5.346320346320346,6.7027452815396185,14746.96301093248,-0.4404,medium,1.0,2.0,18455.0
815,815,19.9,15.25,17.58,19.95,14.44,26.39,11.95,11.11,76.62,0.28,2022-09-21,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
816,816,14.79,11.6,13.19,15.34,12.14,20.6,8.47,8.91,82.06,15.39,2022-09-22,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
817,817,8.32,2.76,5.55,9.3,6.34,11.9,5.56,4.7,70.06,0.17,2022-09-23,COLVIN,7.057516339869281,3.185104443616476,7004.403234072845,0.0,medium,1.0,2.0,10238.0
818,818,11.5,6.0,8.75,11.38,12.32,18.02,5.69,5.92,71.5,0.08,2022-09-24,GENESEE,5.346320346320346,6.7027452815396185,14746.96301093248,0.0,medium,1.0,2.0,13186.0
819,819,12.84,11.43,12.13,13.22,8.65,17.69,9.05,8.73,91.25,7.47,2022-09-25,ERIE,5.833333333333334,4.51156075819478,9929.644709219208,0.4939,low,1.0,2.0,5370.0
820,820,14.07,11.15,12.61,14.36,5.91,17.26,11.35,8.48,83.56,5.68,2022-09-26,FAYETTE,7.603395061728396,6.923820204684591,15237.007556830584,-0.0258,medium,1.0,2.0,5439.0
821,821,12.78,11.42,12.1,13.14,3.69,14.94,11.26,8.61,91.44,15.09,2022-09-27,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
822,822,11.81,10.23,11.02,12.15,7.74,15.41,7.68,7.87,90.56,10.38,2022-09-28,CATHERINE,7.285714285714286,0.6948215742959452,1532.916908077731,0.0,medium,1.0,2.0,11539.0
823,823,11.81,10.23,11.02,12.15,7.74,15.41,7.68,7.87,90.56,10.38,2022-09-28,ERIE,5.833333333333334,4.51156075819478,9929.644709219208,0.4404,low,1.0,2.0,7609.0
824,824,11.81,10.23,11.02,12.15,7.74,15.41,7.68,7.87,90.56,10.38,2022-09-28,SALINA,8.331006979062812,6.327888030914148,13957.919468154423,0.296,low,1.0,2.0,2945.0
825,825,9.7,5.13,7.42,10.0,9.56,14.81,5.25,5.55,76.25,0.23,2022-09-29,COLVIN,7.057516339869281,3.185104443616476,7004.403234072845,0.0,medium,1.0,2.0,1442.0
826,826,9.7,5.13,7.42,10.0,9.56,14.81,5.25,5.55,76.25,0.23,2022-09-29,GENESEE,5.346320346320346,6.7027452815396185,14746.96301093248,0.0,medium,1.0,2.0,8993.0
827,827,9.73,3.72,6.72,9.68,14.0,16.5,2.5,5.0,70.38,0.01,2022-09-30,COLVIN,7.057516339869281,3.185104443616476,7004.403234072845,-0.4211,high,2.0,2.0,351.0
828,828,9.73,3.72,6.72,9.68,14.0,16.5,2.5,5.0,70.38,0.01,2022-09-30,SALINA,8.331006979062812,6.327888030914148,13957.919468154423,0.0,medium,1.0,2.0,5878.0
829,829,11.37,6.63,9.0,11.6,9.95,17.21,7.26,6.16,74.12,0.01,2022-10-01,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
830,830,10.05,4.55,7.3,10.44,10.03,14.76,4.73,5.31,70.5,0.01,2022-10-02,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
831,831,7.75,2.55,5.15,8.21,10.43,13.44,3.01,4.64,73.19,0.0,2022-10-03,COLVIN,7.057516339869281,3.185104443616476,7004.403234072845,-0.4404,medium,1.0,2.0,1094.0
832,832,9.4,4.0,6.7,9.35,10.17,15.61,5.44,5.13,72.88,0.64,2022-10-04,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
833,833,11.88,5.63,8.76,10.47,15.12,19.75,4.62,5.8,69.19,0.01,2022-10-05,TEALL,8.235294117647058,1.561044711708741,3446.472484473938,0.0,medium,1.0,2.0,1781.0
834,834,14.89,10.46,12.68,14.08,13.73,21.58,7.84,8.12,76.56,1.0,2022-10-06,COLVIN,7.057516339869281,3.185104443616476,7004.403234072845,0.0,medium,2.0,2.0,11742.5
835,835,11.04,7.28,9.16,11.3,7.3,13.98,6.69,6.53,79.0,1.5,2022-10-07,ERIE,5.833333333333334,4.51156075819478,9929.644709219208,0.1531,low,1.0,2.0,8394.0
836,836,6.95,2.56,4.76,7.55,8.35,11.46,3.11,4.64,76.0,0.69,2022-10-08,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
837,837,9.4,4.96,7.18,9.7,9.34,14.35,5.02,5.49,75.56,0.47,2022-10-09,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
838,838,9.2,6.33,7.76,8.91,7.71,13.38,5.67,6.04,83.0,1.04,2022-10-10,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
839,839,11.85,7.49,9.67,11.62,17.05,20.94,3.88,6.53,76.62,0.0,2022-10-11,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
840,840,13.67,8.26,10.97,13.7,10.13,18.76,8.63,6.9,71.12,0.01,2022-10-12,SALINA,8.331006979062812,6.327888030914148,13957.919468154423,0.0,medium,1.0,2.0,2517.0
841,841,13.98,11.28,12.63,13.9,9.41,18.52,9.11,8.61,84.06,14.96,2022-10-13,TEALL,8.235294117647058,1.561044711708741,3446.472484473938,-0.128,medium,1.0,2.0,5627.0
842,842,10.48,5.41,7.95,10.12,10.55,16.23,5.67,5.74,74.44,0.81,2022-10-14,PARK,6.842376775271512,6.694097972986001,14743.72957482315,0.0,medium,1.0,2.0,16164.0
843,843,11.12,5.4,8.26,11.04,13.07,19.4,6.33,5.68,70.44,0.05,2022-10-15,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
844,844,9.89,3.56,6.73,9.4,12.13,16.3,4.16,5.0,68.06,0.0,2022-10-16,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
845,845,9.42,6.65,8.03,9.67,9.96,14.43,4.47,6.29,83.31,1.85,2022-10-17,HIAWATHA,7.518518518518519,2.372422600011997,5231.711903935504,0.0,medium,1.0,2.0,11445.0
846,846,5.33,1.61,3.47,5.62,8.09,9.76,1.68,4.39,77.88,0.48,2022-10-18,GENESEE,5.346320346320346,6.7027452815396185,14746.96301093248,0.3612,low,1.0,2.0,8577.0
847,847,5.33,1.61,3.47,5.62,8.09,9.76,1.68,4.39,77.88,0.48,2022-10-18,MIDLAND,7.71875,2.792385648100165,6159.415991391748,0.0,medium,1.0,2.0,10241.0
848,848,4.3,1.61,2.95,4.88,7.41,7.9,0.49,4.39,83.25,1.6,2022-10-19,SALINA,8.331006979062812,6.327888030914148,13957.919468154423,-0.4404,medium,1.0,3.0,21648.0
849,849,5.58,-0.67,2.46,5.9,5.19,8.23,3.03,3.72,66.31,0.26,2022-10-20,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
850,850,7.95,0.31,4.13,8.1,14.64,15.8,1.15,3.97,61.38,0.0,2022-10-21,GENESEE,5.346320346320346,6.7027452815396185,14746.96301093248,-0.4939,medium,1.0,2.0,5692.0
851,851,11.68,5.58,8.62,11.58,14.27,20.23,5.95,5.74,68.31,0.0,2022-10-22,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
852,852,11.18,7.25,9.21,11.11,13.37,18.61,5.24,6.41,79.56,0.35,2022-10-23,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
853,853,13.34,11.37,12.36,13.17,11.12,19.55,8.43,8.54,89.0,1.4,2022-10-24,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
854,854,15.44,13.61,14.52,15.22,10.43,21.66,11.23,9.89,89.0,0.15,2022-10-25,HIAWATHA,7.518518518518519,2.372422600011997,5231.711903935504,0.0,medium,1.0,3.0,2316.0
855,855,15.44,13.61,14.52,15.22,10.43,21.66,11.23,9.89,89.0,0.15,2022-10-25,SALINA,8.331006979062812,6.327888030914148,13957.919468154423,0.0,medium,1.0,2.0,2629.0
856,856,16.06,13.53,14.8,15.86,10.09,21.7,11.62,9.95,85.56,1.77,2022-10-26,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
857,857,7.11,1.65,4.38,7.31,9.45,10.76,1.31,4.39,70.0,0.14,2022-10-27,SALINA,8.331006979062812,6.327888030914148,13957.919468154423,0.0,medium,1.0,2.0,8199.0
858,858,4.89,-0.13,2.38,5.3,12.12,11.48,-0.65,3.78,73.19,0.0,2022-10-28,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
859,859,8.29,0.73,4.51,7.69,15.8,17.07,1.26,4.03,65.12,0.0,2022-10-29,GENESEE,5.346320346320346,6.7027452815396185,14746.96301093248,0.5859,low,1.0,2.0,4776.0
860,860,9.09,3.01,6.05,9.19,16.87,18.32,1.46,4.88,70.25,0.0,2022-10-30,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
861,861,10.87,8.31,9.59,10.91,11.37,16.94,5.58,6.96,85.5,0.37,2022-10-31,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
862,862,12.89,11.65,12.27,12.76,10.14,18.43,8.3,8.67,91.12,0.48,2022-11-01,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
863,863,10.86,7.68,9.27,10.48,12.21,18.51,6.3,6.59,81.44,0.03,2022-11-02,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
864,864,11.78,7.05,9.41,11.71,13.55,19.83,6.28,6.29,75.56,0.01,2022-11-03,MIDLAND,7.71875,2.792385648100165,6159.415991391748,0.0,medium,1.0,2.0,1258.0
865,865,14.21,9.22,11.71,14.13,11.69,20.63,8.94,7.32,73.25,0.03,2022-11-04,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
866,866,17.98,13.81,15.9,17.73,7.8,21.71,13.9,10.07,76.75,0.14,2022-11-05,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
867,867,18.7,15.98,17.34,18.4,8.05,22.85,14.8,11.54,84.81,6.53,2022-11-06,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
868,868,11.62,4.23,7.92,11.69,9.43,15.44,6.01,5.49,64.19,0.25,2022-11-07,BELLEVUE,8.541666666666666,2.097107190604466,4612.341184975455,0.0,medium,1.0,2.0,74792.0
869,869,11.62,4.23,7.92,11.69,9.43,15.44,6.01,5.49,64.19,0.25,2022-11-07,GENESEE,5.346320346320346,6.7027452815396185,14746.96301093248,-0.4767,medium,1.0,3.0,274798.0
870,870,4.56,-1.38,1.58,5.1,10.13,8.94,-1.2,3.48,68.25,0.01,2022-11-08,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
871,871,4.86,-2.19,1.33,5.32,15.54,13.3,-2.24,3.23,64.5,0.0,2022-11-09,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
872,872,10.77,4.46,7.62,10.79,13.36,18.8,5.44,5.37,67.5,0.0,2022-11-10,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
873,873,13.64,12.86,13.25,13.51,6.79,16.87,10.08,9.52,94.94,30.41,2022-11-11,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
874,874,10.05,7.79,8.91,10.06,13.06,16.91,3.85,7.08,86.56,26.65,2022-11-12,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
875,875,2.48,0.9,1.69,3.1,4.62,4.59,-0.03,4.15,89.69,5.76,2022-11-13,MEADOWBROOK,7.59375,3.710712729075978,8172.940924540716,0.2124,low,1.0,2.0,56121.0
876,876,0.43,-4.19,-1.88,0.3,5.41,3.44,-1.98,2.81,72.0,0.35,2022-11-14,GENESEE,5.346320346320346,6.7027452815396185,14746.96301093248,-0.4877,medium,1.0,2.0,39246.0
877,877,-0.3,-3.68,-1.99,-0.39,4.13,1.9,-2.22,2.87,78.62,2.15,2022-11-15,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
878,878,0.98,0.15,0.57,1.4,4.12,3.31,-0.81,3.91,94.31,10.4,2022-11-16,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
879,879,-0.38,-1.44,-0.91,0.05,3.67,1.04,-2.63,3.48,93.0,5.07,2022-11-17,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
880,880,-1.17,-3.1,-2.13,-0.72,4.55,0.99,-3.56,3.05,87.56,1.28,2022-11-18,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
881,881,-2.45,-6.27,-4.37,-1.99,5.77,-0.15,-5.92,2.38,76.0,0.63,2022-11-19,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
882,882,-4.27,-7.24,-5.75,-3.73,3.4,-2.48,-5.88,2.2,81.44,4.78,2022-11-20,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
883,883,-2.61,-5.04,-3.82,-2.56,9.97,1.39,-8.59,2.69,84.56,0.19,2022-11-21,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
884,884,0.75,-0.86,-0.06,0.56,6.44,3.94,-2.49,3.6,89.69,0.06,2022-11-22,BURNET,6.771428571428571,3.256814994019884,7165.779314139855,0.0,medium,1.0,2.0,27474.0
885,885,1.23,-0.27,0.48,-0.03,8.16,5.51,-2.64,3.78,89.62,0.01,2022-11-23,GENESEE,5.346320346320346,6.7027452815396185,14746.96301093248,0.0,medium,1.0,2.0,26053.0
886,886,2.4,1.23,1.82,2.32,10.97,8.55,-2.41,4.21,92.06,0.0,2022-11-24,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
887,887,3.69,1.94,2.82,3.58,3.88,6.26,2.39,4.46,88.44,4.21,2022-11-25,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
888,888,3.59,0.96,2.27,3.48,9.46,9.51,0.06,4.15,84.0,0.28,2022-11-26,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
889,889,5.18,3.42,4.3,5.0,8.25,8.99,0.74,5.13,88.56,11.65,2022-11-27,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
890,890,2.27,0.94,1.61,2.19,10.45,7.49,-2.96,4.21,90.88,1.38,2022-11-28,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
891,891,0.94,-1.15,-0.1,1.0,7.41,5.37,-2.04,3.54,87.19,0.49,2022-11-29,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
892,892,2.91,0.44,1.67,2.86,9.38,8.58,-0.81,4.09,83.81,8.83,2022-11-30,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
893,893,-1.33,-5.02,-3.17,-1.13,4.55,0.8,-3.75,2.62,76.38,1.28,2022-12-01,MEADOWBROOK,7.59375,3.710712729075978,8172.940924540716,0.0,medium,1.0,2.0,14516.0
894,894,0.28,-3.53,-1.63,0.28,9.66,4.87,-4.78,2.93,77.81,0.01,2022-12-02,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
895,895,3.91,0.64,2.28,3.73,8.59,8.71,0.12,4.15,79.19,7.95,2022-12-03,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
896,896,-0.51,-4.61,-2.56,-0.42,5.27,2.47,-2.81,2.69,74.75,0.35,2022-12-04,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
897,897,0.11,-3.31,-1.6,0.12,9.55,5.8,-3.75,2.99,79.69,0.0,2022-12-05,COLVIN,7.057516339869281,3.185104443616476,7004.403234072845,-0.5423,high,1.0,2.0,9109.0
898,898,3.65,2.65,3.15,3.47,5.48,5.94,0.46,4.7,93.0,6.04,2022-12-06,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
899,899,6.77,6.21,6.49,6.4,4.58,9.56,4.98,5.98,96.19,6.14,2022-12-07,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
900,900,2.65,1.94,2.3,2.48,8.7,5.3,-3.41,4.46,94.62,2.2,2022-12-08,GENESEE,5.346320346320346,6.7027452815396185,14746.96301093248,0.0,medium,1.0,2.0,4547.0
901,901,-2.52,-4.6,-3.56,-2.44,7.91,2.73,-5.18,2.69,86.56,0.05,2022-12-09,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
902,902,-1.9,-5.39,-3.64,-1.73,8.66,3.55,-5.11,2.5,80.06,0.0,2022-12-10,SALINA,8.331006979062812,6.327888030914148,13957.919468154423,0.0,medium,1.0,2.0,18758.0
903,903,-0.39,-1.39,-0.89,-0.38,2.49,0.97,-1.52,3.48,93.25,5.34,2022-12-11,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
904,904,-3.24,-5.0,-4.12,-3.79,6.12,-0.67,-6.8,2.62,89.38,0.46,2022-12-12,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
905,905,-5.21,-7.27,-6.24,-6.92,8.7,0.14,-8.57,2.2,87.44,0.0,2022-12-13,TEALL,8.235294117647058,1.561044711708741,3446.472484473938,0.25,low,1.0,2.0,11335.0
906,906,-6.26,-7.99,-7.13,-7.1,8.83,-1.21,-10.04,2.01,89.94,0.14,2022-12-14,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
907,907,-2.2,-3.17,-2.69,-2.47,9.54,1.3,-8.24,3.11,93.94,9.15,2022-12-15,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
908,908,-0.05,-0.29,-0.17,-0.5,2.02,0.78,-1.24,3.78,98.31,15.59,2022-12-16,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
909,909,-2.09,-2.69,-2.39,-2.19,4.65,0.33,-4.31,3.17,97.12,1.01,2022-12-17,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
910,910,-3.63,-4.53,-4.08,-3.81,4.98,-1.29,-6.27,2.75,95.69,2.21,2022-12-18,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
911,911,-3.13,-3.87,-3.5,-3.29,2.85,-1.84,-4.69,2.87,96.81,3.41,2022-12-19,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
912,912,-5.35,-6.58,-5.96,-7.25,9.34,-1.62,-10.96,2.32,93.62,0.08,2022-12-20,FAYETTE,7.603395061728396,6.923820204684591,15237.007556830584,0.0,medium,1.0,2.0,2862.0
913,913,-5.85,-6.62,-6.24,-7.31,12.48,0.08,-12.41,2.38,96.94,0.09,2022-12-21,MIDLAND,7.71875,2.792385648100165,6159.415991391748,0.0,medium,1.0,2.0,3214.0
914,914,-1.61,-2.06,-1.83,-1.73,5.41,0.48,-4.94,3.36,97.88,12.45,2022-12-22,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
915,915,-5.81,-6.84,-6.33,-5.92,16.79,1.6,-15.19,2.69,93.56,15.48,2022-12-23,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
916,916,-13.85,-15.4,-14.62,-13.81,3.26,-12.19,-15.45,1.04,90.06,0.98,2022-12-24,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
917,917,-8.59,-10.18,-9.38,-8.66,4.96,-6.83,-11.79,1.71,91.31,0.48,2022-12-25,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
918,918,-8.92,-10.56,-9.74,-9.1,3.98,-6.69,-10.67,1.65,90.94,0.19,2022-12-26,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
919,919,-7.49,-9.03,-8.26,-7.75,7.59,-3.71,-11.31,1.89,91.62,0.27,2022-12-27,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
920,920,-1.68,-2.6,-2.14,-1.88,8.42,1.47,-6.95,3.23,94.44,0.03,2022-12-28,FAYETTE,7.603395061728396,6.923820204684591,15237.007556830584,0.0,medium,1.0,2.0,31882.0
921,921,2.11,1.23,1.67,1.69,5.53,4.82,-0.72,4.21,94.06,0.01,2022-12-29,GENESEE,5.346320346320346,6.7027452815396185,14746.96301093248,0.0,medium,1.0,2.0,21450.0
922,922,2.11,1.23,1.67,1.69,5.53,4.82,-0.72,4.21,94.06,0.01,2022-12-29,PLEASANT,8.666666666666668,0.9165231143977036,2019.515212678334,-0.296,medium,1.0,2.0,18230.0
923,923,6.83,6.1,6.47,6.32,7.42,11.26,3.83,5.98,95.0,0.17,2022-12-30,BELLEVUE,8.541666666666666,2.097107190604466,4612.341184975455,-0.5574,high,1.0,2.0,16795.0
924,924,6.83,6.1,6.47,6.32,7.42,11.26,3.83,5.98,95.0,0.17,2022-12-30,BURNET,6.771428571428571,3.256814994019884,7165.779314139855,-0.5574,high,1.0,2.0,16795.0
925,925,6.83,6.1,6.47,6.32,7.42,11.26,3.83,5.98,95.0,0.17,2022-12-30,COLUMBUS,7.8,0.5071266621616313,1119.299151249456,-0.5574,high,1.0,2.0,16795.0
926,926,6.83,6.1,6.47,6.32,7.42,11.26,3.83,5.98,95.0,0.17,2022-12-30,FAYETTE,7.603395061728396,6.923820204684591,15237.007556830584,-0.5106,high,1.0,2.0,67579.0
927,927,6.83,6.1,6.47,6.32,7.42,11.26,3.83,5.98,95.0,0.17,2022-12-30,MEADOWBROOK,7.59375,3.710712729075978,8172.940924540716,-0.5574,high,1.0,2.0,16795.0
928,928,6.83,6.1,6.47,6.32,7.42,11.26,3.83,5.98,95.0,0.17,2022-12-30,ROBERTS,7.6,0.7437524307079529,1640.653610298836,-0.5574,high,1.0,2.0,16795.0
929,929,6.83,6.1,6.47,6.32,7.42,11.26,3.83,5.98,95.0,0.17,2022-12-30,ROBERTS,7.6,0.7437524307079529,1640.653610298836,0.5859,low,1.0,3.0,175743.0
930,930,6.83,6.1,6.47,6.32,7.42,11.26,3.83,5.98,95.0,0.17,2022-12-30,RUGBY,7.222222222222222,0.8783942082972328,1933.52315682387,-0.5574,high,1.0,2.0,16795.0
931,931,6.87,6.5,6.69,6.5,6.51,10.51,4.01,6.16,97.38,3.55,2022-12-31,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
932,932,2.58,1.73,2.15,2.05,7.27,6.3,-0.96,4.39,93.88,0.51,2023-01-01,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
933,933,2.4,1.8,2.1,1.86,8.84,7.18,-1.67,4.39,93.69,0.08,2023-01-02,TEALL,7.705882352941177,1.5610447117087,3446.472491542802,0.0,medium,1.0,2.0,12541.0
934,934,2.81,2.73,2.77,2.71,5.36,5.25,-0.12,4.76,99.31,10.06,2023-01-03,COLVIN,7.115032679738562,3.185104443615,7004.4032537683925,-0.7184,high,1.0,2.0,11028.0
935,935,2.81,2.73,2.77,2.71,5.36,5.25,-0.12,4.76,99.31,10.06,2023-01-03,GENESEE,4.108225108225108,6.7027452815437005,14746.962784766663,0.0,medium,1.0,2.0,14225.0
936,936,2.81,2.73,2.77,2.71,5.36,5.25,-0.12,4.76,99.31,10.06,2023-01-03,SALINA,8.062146892655369,6.3278880309129,13957.919523457647,0.0,medium,1.0,2.0,11436.0
937,937,4.96,4.68,4.82,4.72,5.67,7.75,2.08,5.49,97.69,10.85,2023-01-04,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
938,938,4.24,2.68,3.46,3.51,6.52,7.4,0.88,4.76,89.62,0.52,2023-01-05,ERIE,5.604166666666667,4.511560758193,9929.644636673043,0.0,medium,1.0,2.0,11014.0
939,939,4.24,2.68,3.46,3.51,6.52,7.4,0.88,4.76,89.62,0.52,2023-01-05,IRVING,7.75,0.8715118888465,1923.527680959018,0.0,medium,1.0,2.0,10869.0
940,940,0.81,0.23,0.52,0.73,3.35,2.94,-0.42,3.91,95.62,1.4,2023-01-06,OSWEGO,7.928571428571429,0.5478519416431,1208.838088347508,0.0,medium,1.0,2.0,9884.0
