FID,BPID,STREET_NAM,FROM_ROAD,TO_ROAD,BLOCK,WARD,WIDTH__fee,Final_Rati,Rating_Cat,FC_Code,Date_Enter,Miles,Shape__Length
2199,SYR1204,"Fayette St., E.",State,Townsend,400,15,34,9,Excellent,16,1899/12/30 00:00:00+00,0.0915138987918,201.280830376449
2200,SYR1205,"Fayette St., E.",Townsend,McBride,500,15,36,7,Good,16,1899/12/30 00:00:00+00,0.0868714013725,191.070028158474
2201,SYR1206,"Fayette St., E.",McBride,Almond,600,15,36,7,Good,16,1899/12/30 00:00:00+00,0.0876789259064,192.846116181678
2202,SYR1207,"Fayette St., E.",Almond,Forman,700,15,36,4,Poor,17,2021/07/16 00:00:00+00,0.112886421365,248.288872583002
2203,SYR1208,"Fayette St., E.",Forman,Irving,800,15,36,4,Poor,17,2021/07/16 00:00:00+00,0.112073734198,246.501236908962
2204,SYR1209,"Fayette St., E.",Irving,Crouse,900,15,36,9,Excellent,17,2021/07/16 00:00:00+00,0.0606878338642,133.480157575542
2205,SYR121,Ash St.,McBride,Lodi,400,3,30,5,Poor,19,1899/12/30 00:00:00+00,0.0652296356739,143.62686587483
2206,SYR1210,"Fayette St., E.",Crouse,University,1000,15,36,5,Poor,17,2021/07/16 00:00:00+00,0.113122279441,248.807429139321
2207,SYR1211,"Fayette St., E.",University,Walnut,1100,15,36,5,Poor,17,2021/07/16 00:00:00+00,0.112231035439,246.847316830729
2208,SYR1212,"Fayette St., E.",Walnut,Pine,1200,16,36,5,Poor,17,2021/07/16 00:00:00+00,0.116219853502,255.620516011038
2209,SYR1213,"Fayette St., E.",Pine,Beech,1300,16,36,5,Poor,17,2021/07/16 00:00:00+00,0.106307895855,233.819667783151
2210,SYR1214,"Fayette St., E.",Beech,Maple,1400,16,36,9,Excellent,17,2021/07/16 00:00:00+00,0.106044295585,233.239741898217
2211,SYR1215,"Fayette St., E.",Maple,Cherry,1500,16,36,9,Excellent,17,2021/07/16 00:00:00+00,0.106505967625,234.255230916553
2212,SYR1216,"Fayette St., E.",Cherry,Columbus,1600,17,36,9,Excellent,17,2021/07/16 00:00:00+00,0.107108748636,235.580954338329
2213,SYR1217,"Fayette St., E.",Columbus,Wescott,1700,17,36,6,Fair,17,2021/07/16 00:00:00+00,0.0713276516701,156.882016719637
2214,SYR1218,"Fayette St., E.",Wescott,Allen,1800,17,36,7,Good,17,2021/07/16 00:00:00+00,0.143504377668,315.63150768237
2215,SYR1219,"Fayette St., E.",Allen,Westmoreland,1900,17,36,5,Poor,17,2021/07/16 00:00:00+00,0.119413108444,262.643902256937
2216,SYR122,Ash St.,Lodi,Josephine,500,3,32,7,Good,19,2021/07/15 00:00:00+00,0.0464792595966,102.498540177317
2217,SYR1220,"Fayette St., E.",Westmoreland,Ellis,2000,17,36,6,Fair,17,2021/07/16 00:00:00+00,0.0536075892739,117.907592040352
2218,SYR1221,"Fayette St., E.",Ellis,Croly,2100,17,36,7,Good,17,2021/07/16 00:00:00+00,0.0525391224794,115.55736154025
2219,SYR1222,"Fayette St., E.",Croly,Bruce,2200,17,36,8,Good,17,2021/07/16 00:00:00+00,0.0534885163458,117.647066163102
2220,SYR1223,"Fayette St., E.",Bruce,Fenway,2300,17,36,8,Good,17,2021/07/16 00:00:00+00,0.0526141661215,115.72461129002
2221,SYR1224,"Fayette St., E.",Fenway,Genesee Pk Dr,2400,17,36,7,Good,17,2021/07/16 00:00:00+00,0.0598633375464,131.669250859251
2222,SYR1225,"Fayette St., E.",Genesee Pk Dr,Beattie,2500,17,36,8,Good,17,2021/07/16 00:00:00+00,0.0592272629293,130.269832552014
2223,SYR1226,"Fayette St., E.",Beattie,Candee,2600,17,36,8,Good,17,2021/07/16 00:00:00+00,0.16234462666,357.074408864672
2224,SYR1227,"Fayette St., E.",Candee,Seeley,2700,17,36,8,Good,17,2021/07/16 00:00:00+00,0.0683640018979,150.366735529919
2225,SYR1228,"Fayette St., W.",S. Salina,S. Clinton,100,9,37,6,Fair,16,1899/12/30 00:00:00+00,0.0683780282286,150.394421862031
2226,SYR1229,"Fayette St., W.",S. Clinton,Franklin,200,9,37,8,Good,16,2021/07/19 00:00:00+00,0.0991002260162,217.966494518109
2227,SYR123,Ash St.,Josephine,Peters,600,3,32,7,Good,19,2021/07/15 00:00:00+00,0.0489363551807,107.955156733915
2228,SYR1230,"Fayette St., W.",Franklin,West,300,8,37,8,Good,16,2021/07/19 00:00:00+00,0.171464611932,377.130033136115
2229,SYR1231,"Fayette St., W.",West,Wyoming,400,8,34,7,Good,16,2021/06/02 00:00:00+00,0.102737878588,226.046033695278
2230,SYR1232,"Fayette St., W.",Wyoming,Niagara,500,8,34,8,Good,16,2021/06/02 00:00:00+00,0.0801068843188,176.250275601107
2231,SYR1233,"Fayette St., W.",Niagara,Tioga,600,8,34,8,Good,16,2021/06/02 00:00:00+00,0.0874127796691,192.322057520963
2232,SYR1234,"Fayette St., W.",Tioga,Oswego,700,8,34,7,Good,16,2021/06/02 00:00:00+00,0.0887046573198,195.167945645011
2233,SYR1235,"Fayette St., W.",Oswego,Seneca,800,8,34,7,Good,16,2021/06/02 00:00:00+00,0.0879837862278,193.579322996702
2234,SYR1236,"Fayette St., W.",Seneca,Geddes,900,8,34,8,Good,16,2021/06/02 00:00:00+00,0.193494482032,425.711221450267
2235,SYR1237,"Fayette St., W.",Geddes,Magnolia,1100,8,30,10,Excellent,17,2021/06/02 00:00:00+00,0.235663629238,518.43659247823
2236,SYR1238,"Fayette St., W.",Magnolia,Nelson,1200,8,30,10,Excellent,17,2021/06/02 00:00:00+00,0.108822170785,239.514693674179
2237,SYR1239,"Fayette St., W.",Nelson,Wilbur,1300,8,30,10,Excellent,17,2021/06/02 00:00:00+00,0.150347573073,330.953604445421
2238,SYR124,Ash St.,Peters,S. Alvord,700,3,32,7,Good,19,2021/07/15 00:00:00+00,0.0496848670512,109.601305926004
2239,SYR1241,"Fayette St., W.",Ulster,Schuyler,1500,7,30,5,Poor,17,2021/06/02 00:00:00+00,0.0917039767376,202.16334326326
2240,SYR1242,"Fayette St., W.",Schuyler,Hamilton,1600,7,30,5,Poor,17,2021/06/02 00:00:00+00,0.103627732925,228.485302741211
2241,SYR1244,"Fayette St., W.",W. Genesee,School,1800,7,30,5,Poor,19,2021/10/14 00:00:00+00,0.128187892002,282.631161399348
2242,SYR1245,"Fayette St., W.",School,Erie Blvd/Harbor,1900,7,30,6,Fair,19,2021/10/14 00:00:00+00,0.202486748401,446.521632178783
2243,SYR1246,Feigel Ave,Wheaton,dead end,100,4,23,7,Good,19,2021/06/17 00:00:00+00,0.141081069509,310.422788803488
2244,SYR1247,Fellows Ave,E. Genesee,Harvard,100,17,27,5,Poor,19,2021/07/16 00:00:00+00,0.257731822633,568.860260803644
2245,SYR1248,Fellows Ave,Harvard,Clarke,200,17,27,9,Excellent,19,2021/07/16 00:00:00+00,0.180285487649,397.902652375058
2246,SYR1249,Fellows Ave.,Clarke,Euclid,300,17,27,9,Excellent,19,2021/07/16 00:00:00+00,0.143780809185,317.322477425867
2247,SYR125,Ashdale Ave.,James,Tyson Pl.,100,5,27,6,Fair,19,2021/06/25 00:00:00+00,0.133333661639,294.416821008722
2248,SYR1250,Fellows Ave.,Euclid,Lennox,400,17,27,5,Poor,19,2021/07/22 00:00:00+00,0.0930132305606,205.273236954923
2249,SYR1251,Fellows Ave.,Lennox,Montana,500,17,27,5,Poor,19,2021/07/22 00:00:00+00,0.0595654130137,131.454061003088
2250,SYR1252,Fellows Ave.,Montana,Dakota,600,17,27,5,Poor,19,2021/07/22 00:00:00+00,0.14873307832,328.228617874399
2251,SYR1253,Fellows Ave.,Dakota,Meadowbrook,700,17,25,6,Fair,19,2021/07/19 00:00:00+00,0.0841591024822,185.720102310449
2252,SYR1254,Fellows Ave.,Meadowbrook,Broad,800,17,34,5,Poor,19,2021/07/19 00:00:00+00,0.0459033575347,101.297218199277
2253,SYR1255,Fenton St,Delaware,Cadwell,100,8,33,8,Good,19,2021/07/19 00:00:00+00,0.135892463764,298.992936672525
2254,SYR1256,Fenway Dr,Dakin,Fayette,100,17,28,6,Fair,19,2021/07/16 00:00:00+00,0.160777560001,354.897656523381
2255,SYR1257,Fenway Dr,Fayette,Salt Springs Rd.,200,17,28,6,Fair,19,2021/07/16 00:00:00+00,0.216656952483,478.222725377661
2256,SYR1259,Ferndale Dr,W. Glen Av,Floral Pkwy.,0,14,24,8,Good,19,2021/07/16 00:00:00+00,0.203424969075,448.701203987916
2257,SYR126,Ashdale Ave.,Tyson Pl.,Coughlin,200,4,27,7,Good,19,2021/06/25 00:00:00+00,0.19668339313,434.318486170575
2258,SYR1260,Fernwood Ave,Cannon,Midland,100,19,25,7,Good,19,2021/07/16 00:00:00+00,0.177383571269,390.087465896891
2259,SYR1261,Ferris Ave,E. Genesee,Salt Springs Rd.,100,17,30,5,Poor,19,2021/07/19 00:00:00+00,0.173021219945,381.896493831281
2260,SYR1262,Fillmore Ave,S. Salina,Churchill,100,14,27,5,Poor,19,2021/07/16 00:00:00+00,0.127943863686,281.23485721253
2261,SYR1263,Fillmore Ave,Churchill,Menlo,200,14,27,5,Poor,19,2021/07/16 00:00:00+00,0.0724492775013,159.251087765354
2262,SYR1264,Fillmore Ave,Menlo,dead end,300,14,27,5,Poor,19,1899/12/30 00:00:00+00,0.0638372614426,140.32217467975
2263,SYR1265,Fine View Pl,Raynor/Renwick,Standart,100,16,18,8,Good,19,2021/07/19 00:00:00+00,0.169134673349,373.19661710232
2264,SYR1266,Fine View Pl,Standart,Oakland,200,16,18,8,Good,19,2021/07/19 00:00:00+00,0.0601990770879,132.848708606759
2265,SYR1267,First North St,Butternut,John,100,3,27,4,Poor,19,2021/07/13 00:00:00+00,0.0838629173541,184.65385651504
2266,SYR127,Ashdale Ave.,Coughlin,City Line,300,4,27,6,Fair,19,2021/06/25 00:00:00+00,0.171495587081,378.713623479385
2267,SYR1270,First North St,Cleveland,Curtis,400,3,27,5,Poor,19,2021/07/13 00:00:00+00,0.155039674205,341.422295874093
2268,SYR1272,First North St,Craig,Pond,600,3,27,6,Fair,19,2021/07/13 00:00:00+00,0.0866865238086,190.873069134859
2269,SYR1273,First North St,Pond,DeLong,700,1,36,9,Excellent,19,2021/07/15 00:00:00+00,0.0797674821571,175.650598206464
2270,SYR1274,First North St,DeLong,Culbert,700,1,36,9,Excellent,19,2021/07/15 00:00:00+00,0.0532552447737,117.27087149339
2271,SYR1275,First North St,Culbert,Kirkpatrick,800,1,36,9,Excellent,19,2021/07/15 00:00:00+00,0.0573842616861,126.363546997496
2272,SYR1276,First North St,Kirkpatrick,Danforth,1000,1,36,9,Excellent,19,2021/07/15 00:00:00+00,0.0943606447723,207.794711406668
2273,SYR1277,First North St,Danforth,Court,1100,1,36,9,Excellent,19,2021/07/15 00:00:00+00,0.0945989577871,208.316054548921
2274,SYR1278,First North St,Court,Turtle,1200,1,36,7,Good,19,2021/07/13 00:00:00+00,0.0906667468607,199.658097974784
2275,SYR1279,First North St,Turtle,Bear,1300,1,36,7,Good,19,2021/07/13 00:00:00+00,0.0876577634655,193.035874578406
2276,SYR128,Ashworth Pl.,University Av.,Walnut,100,15,27,4,Poor,19,2021/07/16 00:00:00+00,0.11259623893,247.647900025002
2277,SYR1280,First North St,Bear,LeMoyne,1400,1,36,5,Poor,19,2021/07/13 00:00:00+00,0.0904795994898,199.250501289293
2278,SYR1281,First North St,LeMoyne,Wolf,1500,1,36,6,Fair,19,2021/07/13 00:00:00+00,0.0910297104022,200.461468229111
2279,SYR1282,First North St,Wolf,Hiawatha,1600,1,36,6,Fair,19,2021/07/13 00:00:00+00,0.0869769775423,191.55233369779
2280,SYR1283,Fiscoe Ave,S. Salina,dead end,100,14,27,9,Excellent,19,2021/07/19 00:00:00+00,0.200306406774,440.170383223003
2281,SYR1284,Fish Ave,Loomis,Valley,100,13,32,9,Excellent,19,2021/07/16 00:00:00+00,0.0851536518334,187.219519390871
2282,SYR1286,Fitch St,W. Onondaga,Dudley,100,11,30,5,Poor,19,2021/07/22 00:00:00+00,0.1986809298,437.232192767613
2283,SYR1287,Fitch St.,Dudley,Geddes,200,11,30,5,Poor,19,2021/07/22 00:00:00+00,0.238476330194,525.014539619454
2284,SYR1288,Fitch St.,Geddes,Cadwell,300,11,27,8,Good,19,2021/07/19 00:00:00+00,0.120700087334,265.432064847202
2285,SYR1289,Fitch St.,Cadwell,Herriman,400,11,27,8,Good,19,2021/07/19 00:00:00+00,0.0811055450154,178.358351247101
2286,SYR129,Ashworth Pl.,Walnut,Pine,200,15,27,4,Poor,19,2021/07/16 00:00:00+00,0.115871018181,254.850245093091
2287,SYR1291,Fletcher Ave,Fairfield,Hutchinson,100,13,23,9,Excellent,19,2021/07/19 00:00:00+00,0.0573820538775,126.590195218301
2288,SYR1292,Fletcher Ave,Hutchinson,Lynch,200,13,23,5,Poor,19,2021/07/19 00:00:00+00,0.0895049852045,197.461748512204
2289,SYR1293,Floral Pkwy,Ferndale,Midland,100,14,22,7,Good,19,2021/07/16 00:00:00+00,0.0612437060059,134.62077709007
2290,SYR1294,Florence Ave E,S. Salina,Stevens,0,14,25,8,Good,19,2021/07/16 00:00:00+00,0.114235625952,251.119086611434
2291,SYR1296,Florence Ave E,Stevens,Springbrook,300,14,25,8,Good,19,2021/07/16 00:00:00+00,0.101300419903,222.660852793346
2292,SYR1297,Florence Ave W,S. Salina,dead end,100,14,26,8,Good,19,2021/07/16 00:00:00+00,0.194370746884,427.231642844798
2293,SYR1298,Fobes Ave,Arnett,Norton,100,4,28,5,Poor,19,2021/06/25 00:00:00+00,0.122519684132,270.531006798759
2294,SYR1299,Fobes Ave.,Norton,Beacon,200,4,28,5,Poor,19,2021/06/25 00:00:00+00,0.124083034039,273.999734334105
2295,SYR13,Academy St.,McDougal Pl.,Academy,200,13,25,9,Excellent,19,2021/07/19 00:00:00+00,0.0645305290778,141.854540344759
2296,SYR130,Atkinson Ave,Wolcott,Velasko,100,11,23,8,Good,19,2021/06/10 00:00:00+00,0.138723958922,305.015115448169
2297,SYR1300,Fobes Ave.,Beacon/Coughlin,City Line/Dunlap,300,4,21,6,Fair,19,2021/06/25 00:00:00+00,0.158669262662,350.382191583056
2298,SYR1301,Ford Ave,Onon. Crk. Blvd.,circle,100,13,24,5,Poor,19,2021/07/19 00:00:00+00,0.201493015782,443.361037966588
2299,SYR1302,Fordham Rd,Wheaton,Dorchester,100,4,34,5,Poor,19,2021/06/17 00:00:00+00,0.0502784404121,110.626889299496
2300,SYR1303,Fordham Rd,Dorchester,Teall,200,4,34,5,Poor,19,2021/06/17 00:00:00+00,0.114549714843,252.043456021688
2301,SYR1304,Fordland Ave,Willumae,Seventh North,100,1,27,5,Poor,19,2021/07/13 00:00:00+00,0.0830259821684,183.153077362652
2302,SYR1305,Forest Ave,Cannon,Midland,100,19,28,7,Good,19,2021/07/16 00:00:00+00,0.164143202881,360.890536329424
2303,SYR1306,Forest Ave,Midland,Hope,200,19,28,7,Good,19,2021/07/16 00:00:00+00,0.0861702961073,189.486827496385
2304,SYR1307,Forest Hill Dr.,James,Northcliffe,100,5,36,7,Good,19,2021/06/17 00:00:00+00,0.171814972262,379.363887634711
2305,SYR1308,Forest Hill Dr.,Northcliffe,Glencove,200,5,36,9,Excellent,19,2021/06/17 00:00:00+00,0.157204551969,347.097286652244
2306,SYR1309,Forest Hill Dr.,Glencove,Sunnycrest,300,5,36,9,Excellent,19,2021/06/17 00:00:00+00,0.156860646859,346.325282519691
2307,SYR1310,Forman Ave,Erie Blvd.,Washington,100,15,37,7,Good,19,2021/07/16 00:00:00+00,0.0918006659608,202.642985327123
2308,SYR1311,Forman Ave,Washington,Fayette,200,15,37,6,Fair,19,2021/07/16 00:00:00+00,0.0631562152881,139.40995455221
2309,SYR1312,Forman Ave,Fayette,Genesee,300,15,37,6,Fair,19,2021/07/16 00:00:00+00,0.0839545697281,185.316435042186
2310,SYR1314,Fountain St.,Hawley,Gertrude,100,6,26,7,Good,19,2021/06/23 00:00:00+00,0.110401786842,243.159409022668
2311,SYR1315,Fourth North St,LeMoyne,Wolf,100,1,34,5,Poor,19,2021/07/13 00:00:00+00,0.0904843923572,199.28116810621
2312,SYR1316,Fourth North St,Wolf,Hiawatha,200,1,34,6,Fair,19,2021/07/13 00:00:00+00,0.086947948003,191.489663422599
2313,SYR1317,Fourth North St.,Hiawatha,RR tracks,300,1,34,7,Good,19,2021/07/13 00:00:00+00,0.135813086988,299.199189756648
2314,SYR1318,Foxboro Rd,Fayette,Mountainview,100,17,30,6,Fair,19,2021/07/16 00:00:00+00,0.112196885097,247.667110228757
2315,SYR1319,"Franklin St, S.",Erie Blvd.,Washington,100,9,45,5,Poor,17,2021/07/22 00:00:00+00,0.0916745730971,202.364404345315
2316,SYR132,Atlantic Ave,Evaleen,Girard,200,13,25,9,Excellent,18,2021/07/16 00:00:00+00,0.128286267404,282.017392197974
2317,SYR1320,"Franklin St, S.",Washington,Fayette,200,9,45,5,Poor,17,2021/07/22 00:00:00+00,0.0632139656163,139.537667119186
2318,SYR1321,"Franklin St, S.",Fayette,Walton,300,9,45,6,Fair,17,1899/12/30 00:00:00+00,0.0507925576974,112.117318325409
2319,SYR1322,"Franklin St, S.",Walton,Jefferson,400,9,45,5,Poor,17,1899/12/30 00:00:00+00,0.0324358601392,71.5968268940835
2320,SYR1323,"Franklin St., N.",Erie Blvd.,Genesee,100,9,45,6,Fair,14,2021/07/15 00:00:00+00,0.0731484349922,161.408150567977
2321,SYR1324,"Franklin St., N.",Genesee,Willow,200,9,45,6,Fair,16,2021/07/15 00:00:00+00,0.0324904893415,71.708749373115
2322,SYR1325,"Franklin St., N.",Willow,Herald Pl.,300,9,45,5,Poor,16,2021/07/15 00:00:00+00,0.0657192835307,145.075165439377
2323,SYR1326,"Franklin St., N.",Herald Pl.,Butternut,400,2,30,7,Good,16,2021/07/15 00:00:00+00,0.0956636926422,211.179930837991
2324,SYR1327,"Franklin St., N.",Butternut,Genant,500,2,30,5,Poor,17,2021/07/15 00:00:00+00,0.127375392826,280.950605738094
2325,SYR1328,"Franklin St., N.",Genant,Plum,600,2,30,5,Poor,17,2021/07/15 00:00:00+00,0.0512916711627,113.141782069472
2326,SYR1329,Furman St,S. Salina,Midland,100200,18,30,7,Good,19,2021/07/16 00:00:00+00,0.275265476706,605.496402499649
2327,SYR133,Atlantic Ave,Girard,Empire,300,13,25,9,Excellent,18,2021/07/16 00:00:00+00,0.0527971859405,116.06997139568
2328,SYR1330,Furman St,Midland,Cortland,300,12,30,8,Good,19,2021/07/22 00:00:00+00,0.137796595227,303.090364228151
2329,SYR1331,Gale Ave.,Burnet,Vann,100,6,30,6,Fair,19,2021/06/23 00:00:00+00,0.064265264754,141.873013523822
2330,SYR1332,Game Rd,dead end,Ainsley,100,14,27,8,Good,19,2021/07/22 00:00:00+00,0.14466226481,319.127917617554
2331,SYR1333,Gannett Ave,Willumae,Sixth North,100,1,0,5,Poor,19,2021/07/13 00:00:00+00,0.0956528885869,211.075308381711
2332,SYR1334,Garfield Ave,Oakwood,Woodland,100,18,27,7,Good,19,2021/07/23 00:00:00+00,0.0645038135257,142.321319811593
2333,SYR1335,Garfield Ave,Woodland,Borden,200,19,27,7,Good,19,2021/07/23 00:00:00+00,0.105654182434,233.128544947112
2334,SYR1336,Garfield Ave,Borden,Elizabeth,300,19,27,6,Fair,19,2021/07/23 00:00:00+00,0.110800727508,244.477379934708
2335,SYR1337,Garfield Ave,Elizabeth,Colvin,400,19,27,7,Good,19,2021/07/23 00:00:00+00,0.0460350669667,101.571459534038
2336,SYR1338,Garfield Ave,Colvin,Elk,500,19,27,7,Good,19,2021/07/23 00:00:00+00,0.0742596315914,163.849445604817
2337,SYR1339,Garfield Pl,Garfield Av.,dead end,100,19,27,6,Fair,19,1899/12/30 00:00:00+00,0.0484554043732,106.544903152813
2338,SYR134,Atlantic Ave,Empire,Loomis,400,13,25,9,Excellent,18,2021/07/16 00:00:00+00,0.0519131295557,114.126606549258
2339,SYR1340,Gary Ave,Parrish La,Edna Dr.,100,14,27,7,Good,19,2021/07/19 00:00:00+00,0.0677394032786,149.366298585942
2340,SYR1342,Geddes St N,bridge,Erie Blvd,100,2,56,7,Good,16,2021/06/10 00:00:00+00,0.154543913159,341.123624049065
2341,SYR1343,Geddes St N,Erie Blvd,Richmond,200,2,46,8,Good,16,2021/07/15 00:00:00+00,0.139412738616,307.734347286982
2342,SYR1344,Geddes St N,Richmond,Park,300,2,46,8,Good,16,2021/07/15 00:00:00+00,0.12717812012,280.738085745328
2343,SYR1345,Geddes St N,Park,W. Genesee,400,2,46,7,Good,16,2021/07/15 00:00:00+00,0.116625055567,257.450004652503
2344,SYR1346,Geddes St N,W. Genesee,Belden,500,2,36,6,Fair,16,2021/07/15 00:00:00+00,0.0850053424463,187.653718548655
2345,SYR1347,Geddes St N,Belden,Rte. 690,600,2,36,6,Fair,16,2021/07/15 00:00:00+00,0.0718578490931,158.632449853614
2346,SYR1349,Geddes St N,Marquette,Spencer,800,2,30,7,Good,16,2021/07/15 00:00:00+00,0.0905645177974,199.933753250886
2347,SYR135,Atlantic Ave,Loomis,Shirley,500,13,25,9,Excellent,18,2021/07/16 00:00:00+00,0.0502102553567,110.376903407807
2348,SYR1350,Geddes St N,Spencer,Pulaski,900,2,30,8,Good,17,2021/07/15 00:00:00+00,0.0464047652411,102.446349596274
2349,SYR1351,Geddes St N,Pulaski,Van Rennselaer,1000,2,0,8,Good,17,2021/07/15 00:00:00+00,0.214810775369,474.126148052471
2350,SYR1353,"Geddes St., S.",Fayette,Marcellus,200,8,56,7,Good,16,2021/06/10 00:00:00+00,0.07851407233,173.297850453592
2351,SYR1354,"Geddes St., S.",Marcellus,Otisco,300,8,56,6,Fair,16,2021/06/10 00:00:00+00,0.074034156278,163.407489605876
2352,SYR1355,"Geddes St., S.",Otisco,Gifford,400,8,56,7,Good,16,2021/06/10 00:00:00+00,0.0586756922424,129.487655145626
2353,SYR1356,"Geddes St., S.",Gifford,Seymour,500,8,56,7,Good,16,2021/06/10 00:00:00+00,0.066089444426,145.829292276629
2354,SYR1357,"Geddes St., S.",Seymour,Shonnard,600,8,56,8,Good,16,2021/06/10 00:00:00+00,0.0653273483561,144.144157854384
2355,SYR1358,"Geddes St., S.",Shonnard,Merriman,700,8,60,9,Excellent,16,2021/10/14 00:00:00+00,0.0709875276131,156.630061988013
2356,SYR1359,"Geddes St., S.",Merriman,Delaware,800,8,56,9,Excellent,16,2021/10/14 00:00:00+00,0.0648812783896,143.156745716183
2357,SYR136,Atlantic Ave,Shirley,Valley,600,13,25,9,Excellent,18,2021/07/16 00:00:00+00,0.0824509749754,181.264567823552
2358,SYR1360,"Geddes St., S.",Delaware,Fitch,900,8,40,6,Fair,16,2021/06/10 00:00:00+00,0.0671930202597,148.256044653119
2359,SYR1361,"Geddes St., S.",Fitch,Putnam,1000,11,40,6,Fair,16,2021/06/10 00:00:00+00,0.0668804380264,147.562431893881
2360,SYR1362,"Geddes St., S.",Putnam,Rowland,1100,11,40,6,Fair,16,2021/06/10 00:00:00+00,0.0880848561741,194.343500800419
2361,SYR1363,"Geddes St., S.",Rowland,Elliot,1200,11,36,6,Fair,16,2021/06/10 00:00:00+00,0.0609294926401,134.427726614254
2362,SYR1364,"Geddes St., S.",Elliot,W. Onondaga,1300,11,36,6,Fair,16,2021/06/10 00:00:00+00,0.0876900327462,193.467410661785
2363,SYR1365,"Geddes St., S.",W. Onondaga,Bellevue,1400,11,36,6,Fair,16,2021/07/19 00:00:00+00,0.0796410049442,175.703885919805
2364,SYR1366,"Geddes St., S.",Bellevue,Grant,1500,11,36,6,Fair,16,2021/07/19 00:00:00+00,0.0678439274732,149.699399882752
2365,SYR1367,"Geddes St., S.",Grant,Laforte,1600,11,36,5,Poor,16,2021/07/19 00:00:00+00,0.0620879501266,137.010565669993
2366,SYR1368,"Geddes St., S.",Laforte,Stolp,1700,11,36,6,Fair,16,2021/07/19 00:00:00+00,0.0627490135075,138.467817101789
2367,SYR1369,"Geddes St., S.",Stolp,Gordon,1800,11,36,8,Good,16,2021/07/19 00:00:00+00,0.0702876715989,155.100741446193
2368,SYR1370,"Geddes St., S.",Gordon,Crossett,1900,11,36,7,Good,16,2021/07/19 00:00:00+00,0.0853021288005,188.228912385724
2369,SYR1371,"Geddes St., S.",Crossett,Twin Hills,2000,12,36,7,Good,16,2021/07/19 00:00:00+00,0.149506580855,329.89450680584
2370,SYR1372,"Geddes St., S.",Twin Hills,Arden,2100,12,36,5,Poor,16,2021/07/19 00:00:00+00,0.287291979227,633.876740446114
2371,SYR1373,"Geddes St., S.",Arden,Glenwood,2200,12,36,7,Good,16,2021/07/19 00:00:00+00,0.146117940538,322.363073301762
2372,SYR1374,Genant Dr.,Franklin,Clinton,100,2,21,4,Poor,19,2021/07/15 00:00:00+00,0.0625609834558,137.727200074323
2373,SYR1375,Genant Dr.,Clinton,Division,200,2,21,5,Poor,19,2021/07/15 00:00:00+00,0.233701792718,515.441833185541
2374,SYR1376,Genant Dr.,Division,Spencer,300,2,21,5,Poor,16,2021/07/15 00:00:00+00,0.119918253033,264.47102203173
2375,SYR1377,Genant Dr.,Spencer,Kirkpatrick,400,2,21,4,Poor,16,2021/07/15 00:00:00+00,0.137368919438,302.684299119939
2376,SYR1378,Genant Dr.,Kirkpatrick,Court,500,2,21,5,Poor,16,2021/07/15 00:00:00+00,0.168325564591,371.239144279896
2377,SYR1379,Genant Dr.,Court,Bear,600,2,21,4,Poor,16,2021/07/13 00:00:00+00,0.213978752007,471.259894004709
2378,SYR1380,Genesee Park Dr,Dakin,E. Fayette,100,17,27,5,Poor,19,2021/07/16 00:00:00+00,0.160145267104,353.501434690926
2379,SYR1381,Genesee Park Dr,E. Fayette,Salt Springs Rd.,200,17,27,6,Fair,19,2021/07/16 00:00:00+00,0.208169523431,459.490345755841
2380,SYR1383,Genesee Pkwy,Albert Rd.,Deforest,200,17,25,5,Poor,19,2021/07/19 00:00:00+00,0.0876620666612,192.802834595285
2381,SYR1384,Genesee Pkwy,Deforest,Carlton,300,17,25,6,Fair,19,2021/07/19 00:00:00+00,0.069860740904,153.661468492231
