OBJECTID,BPID,STREET_NAME,FROM_STREET,TO_STREET,BLOCK,WARD,WIDTH,Rating_2022,RatingCategory,FC,CollectionDate,Miles,Shape__Length
1687,SYR264,Bellevue Ave.,Midland Av.,Lincoln,100,12,30,9,Excellent,17,2022/07/19 19:19:13+00,0.0647371741863759,142.353758066885
1688,SYR2641,Oswego Blvd,Erie Blvd,James,100,9,56,10,Excellent,14,2022/08/17 13:45:21+00,0.0611272713512474,134.746878705858
1689,SYR2642,Oswego St,W. Fayette,Marcellus,100,8,36,7,Good,19,2022/08/08 16:09:45+00,0.0697001297099818,153.79533128107
1690,SYR2643,Oswego St,Marcellus,Otisco,200,8,36,7,Good,19,2022/08/08 16:09:45+00,0.0686730180130148,151.526936763545
1691,SYR2644,Oswego St,Otisco,Tully,300,8,36,9,Excellent,19,2022/08/08 16:10:16+00,0.0689983948175093,152.239871743032
1692,SYR2645,Oswego St,Tully,Gifford,400,8,36,8,Good,19,2022/08/08 16:10:16+00,0.0770580232082569,170.046948437933
1693,SYR2646,Oswego St,Gifford,Seymour,500,10,36,6,Fair,19,2022/08/08 16:10:46+00,0.0623564635888869,137.628563118992
1694,SYR2647,Oswego St,Seymour,Shonnard,600,10,36,7,Good,19,2022/08/08 16:10:46+00,0.0623067803672195,137.51665675381
1695,SYR2648,Oswego St,Shonnard,Merriman/Grace,700,10,36,7,Good,19,2022/08/08 16:11:16+00,0.0776318605870247,171.336944712208
1696,SYR265,Bellevue Ave.,Lincoln,South,200,12,30,9,Excellent,17,2022/07/19 19:19:13+00,0.0990254374818641,217.751380228233
1697,SYR2650,Otisco St,Wyoming,Niagara,200,8,30,5,Poor,19,2022/07/19 19:29:40+00,0.0800585922963919,176.141104511026
1698,SYR2651,Otisco St,Niagara,Tioga,300,8,30,6,Fair,19,2022/07/19 19:29:40+00,0.0874835460725602,192.475150567462
1699,SYR2652,Otisco St,Tioga,Oswego,400,8,30,5,Poor,19,2022/07/19 19:29:40+00,0.088618874846034,194.973305656218
1700,SYR2653,Otisco St,Oswego,Seneca St.,500,8,30,6,Fair,19,2022/07/19 19:29:40+00,0.0866674583443844,190.678345434808
1701,SYR2654,Otisco St,Seneca Dr.,Ontario,600,8,30,7,Good,19,2022/07/19 19:29:40+00,0.0882938784959029,194.254189872053
1702,SYR2655,Otisco St,Ontario,Geddes,700,8,30,7,Good,19,2022/08/08 16:29:59+00,0.159885313222607,351.760819006293
1703,SYR2656,Otto St,E. Glen,Clarence,100,14,16,8,Good,19,2022/07/27 15:38:19+00,0.0809636501443885,178.586635132313
1704,SYR2659,Overlook Rd,Velasko,Stolp,100,11,26,7,Good,19,2022/07/14 16:15:57+00,0.212834124676117,469.231806880417
1705,SYR266,Bellevue Ave.,South,Hudson,300,12,30,7,Good,17,2022/07/19 19:19:13+00,0.061815462214798,135.928132014529
1706,SYR2661,Oxford St,Cortland,dead end,100,18,25,5,Poor,19,2022/07/20 19:27:57+00,0.104631405737243,230.078633885062
1707,SYR2664,Pacific Ave,Coral,Evaleen,200,13,21,8,Good,19,2022/07/27 15:38:17+00,0.0479801181562235,105.480081990943
1708,SYR2665,Pacific Ave,Evaleen,Girard,300,13,21,8,Good,19,2022/07/27 15:38:17+00,0.0465568785506654,102.349031260917
1709,SYR2666,Pacific Ave,Girard,Empire,400,13,21,8,Good,19,2022/07/27 15:38:17+00,0.0477505971900322,104.977700479543
1710,SYR2667,Pacific Ave,Empire,Loomis,500,13,21,8,Good,19,2022/07/27 15:38:17+00,0.0465417245999816,102.318876372575
1711,SYR2668,Palmer Ave,Tallman,Bellevue,100,12,27,6,Fair,19,2022/07/19 19:19:13+00,0.160255059744432,353.641044776096
1712,SYR2669,Palmer Ave,Bellevue,Sterling,200,12,27,6,Fair,19,2022/07/19 19:19:13+00,0.110876416655465,244.680503846139
1713,SYR267,Bellevue Ave.,Hudson,Rich St.,400,12,36,7,Good,17,2022/07/19 19:19:13+00,0.0600848490218221,132.122353499932
1714,SYR2670,Palmer Ave,Sterling,Cheney,300,12,27,7,Good,19,2022/07/19 19:19:13+00,0.11790709723143,260.188769181862
1715,SYR2672,Park Ave,West,Plum,100,2,34,5,Poor,19,2022/08/08 13:09:05+00,0.0680149281246172,149.609273349078
1716,SYR2673,Park Ave,Plum,Barker,200,2,34,5,Poor,19,2022/08/08 13:08:04+00,0.0840315077092182,184.834183687034
1717,SYR2674,Park Ave,Barker,Leavenworth,300,2,50,8,Good,19,2022/08/08 13:07:34+00,0.177745812600394,390.965099685178
1718,SYR2675,Park Ave,Leavenworth,Matty,400,2,50,8,Good,19,2022/10/31 15:34:43+00,0.0587867078668695,129.305855795228
1719,SYR2676,Park Ave,Matty,Van Rennselaer,500,2,50,8,Good,19,2022/08/08 13:07:03+00,0.186637888799029,410.524067649958
1720,SYR2677,Park Ave,Van Rennselaer,Geddes,600,2,50,8,Good,19,2022/08/08 13:07:03+00,0.45485884278239,1000.49674452677
1721,SYR2678,Park Ave,Geddes,Liberty,700,2,34,6,Fair,19,2022/08/08 13:06:04+00,0.16232851286525,357.054964144483
1722,SYR2679,Park Ave,Liberty,Sackett,800,2,34,7,Good,19,2022/08/08 13:05:33+00,0.125018861803069,274.992597452518
1723,SYR268,Bellevue Ave.,Rich St.,Palmer,500,12,30,7,Good,17,2022/07/19 19:19:13+00,0.0584187853923059,128.458879487662
1724,SYR2680,Park Ave,Sackett,W. Genesee,900,2,34,7,Good,19,2022/08/08 13:05:04+00,0.221779407229644,487.832051084706
1725,SYR2681,Park St,Dewitt,Helen,100,4,30,5,Poor,17,2022/07/19 19:38:44+00,0.0612917807151294,134.860926153165
1726,SYR2682,Park St.,Helen,Oak,200,4,30,5,Poor,17,2022/07/19 19:38:44+00,0.0563695667385933,124.013767583122
1727,SYR2683,Park St.,Oak,Merz,300,4,30,9,Excellent,17,2022/07/19 19:38:44+00,0.122622184695594,269.77062789814
1728,SYR2684,Park St.,Merz,Hier,400,4,30,9,Excellent,17,2022/07/19 19:38:44+00,0.101035678683626,222.278902965368
1729,SYR2685,Park St.,Hier,Highland St,500,4,30,9,Excellent,17,2022/07/19 19:38:44+00,0.0502899679452295,110.638054231255
1730,SYR2686,Park St.,Highland St,Butternut,600,4,30,9,Excellent,17,2022/07/19 19:38:44+00,0.127304326529843,280.068508669477
1731,SYR2688,Park St.,Oberst,John,800,3,34,9,Excellent,17,2022/08/17 15:36:16+00,0.184847675433383,407.022188008783
1732,SYR2689,Park St.,John,Division,900,3,34,10,Excellent,17,2022/08/17 15:36:16+00,0.0530267041385484,116.758131148282
1733,SYR269,Bellevue Ave.,Palmer,Coolidge,600,12,30,8,Good,17,2022/07/19 19:19:13+00,0.0585897788171552,128.834912362002
1734,SYR2690,Park St.,Division,Mary,1000,3,34,10,Excellent,17,2022/08/17 15:36:16+00,0.0528201620994141,116.304328177429
1735,SYR2691,Park St.,Mary,Pond,1100,3,34,9,Excellent,17,2022/08/17 15:36:16+00,0.143307494567728,315.551171322466
1736,SYR2692,Park St.,Pond,Kirkpatrick,1200,1,33,9,Excellent,17,2022/08/18 15:33:35+00,0.191431803010588,421.499707149934
1737,SYR2693,Park St.,Kirkpatrick,Danforth,1300,1,33,7,Good,17,2022/08/17 15:36:16+00,0.0943300167000256,207.701405364688
1738,SYR2694,Park St.,Danforth,Court,1400,1,33,9,Excellent,17,2022/08/17 15:36:16+00,0.0941767902684451,207.377057349524
1739,SYR2695,Park St.,Court,Turtle,1500,1,30,8,Good,17,2022/08/17 19:44:21+00,0.0908904526175582,200.142577014695
1740,SYR2696,Park St.,Turtle,Bear,1600,1,30,9,Excellent,17,2022/08/17 19:44:21+00,0.0882894284457361,194.414990346715
1741,SYR2697,Park St.,Bear,Washington Sq.,1700,1,30,9,Excellent,17,2022/08/17 19:44:21+00,0.0510190352986209,112.355591446933
1742,SYR2698,Park St.,Washington Sq.,Wolf,1800,1,37,7,Good,17,2022/08/17 19:44:21+00,0.0520129098847239,114.534448052101
1743,SYR2699,Park St.,Wolf,E. Hiawatha,1900,1,37,6,Fair,16,2022/08/17 19:44:21+00,0.0947122703122435,208.575793664722
1744,SYR27,"Adams St., E.",C-D Road,Irving,800,15,30,7,Good,16,2022/08/24 14:16:12+00,0.136618056068469,300.456826224292
1745,SYR270,Bellevue Ave.,Coolidge,Onondaga Av.,700,12,30,8,Good,17,2022/07/19 19:19:13+00,0.0622713343810616,136.930005421663
1746,SYR2700,Park St.,E. Hiawatha,Reg.Mkt,2000,1,37,9,Excellent,14,2022/08/17 19:44:21+00,0.137637653306877,303.124125190974
1747,SYR8051,Park Street,NBT Bank Pkwy,Ramps,0,0,0,6,Fair,14,2022/08/17 19:44:21+00,0.194203264475059,428.16530895988
1748,SYR2702,Parkside Ave,Onondaga Av,dead end,100,12,25,5,Poor,19,2022/08/15 18:00:06+00,0.211693764136473,465.456628873235
1749,SYR2703,Parkview Ave,Onondaga Av,dead end,100,12,24,6,Fair,19,2022/08/04 16:05:22+00,0.048864309007604,107.436122215831
1750,SYR2704,Parkway Dr,Onondaga/South Av,Bellair Pl.,100,12,25,10,Excellent,19,2022/08/15 18:01:06+00,0.180527577374135,396.971919438621
1751,SYR2705,Parkway Dr,Bellair Pl.,Shelbourne Pl.,200,12,25,10,Excellent,19,2022/08/15 18:00:36+00,0.0568852202411286,125.074217270648
1752,SYR2706,Parkway Dr,Shelbourne Pl.,Onondaga Pk,300,12,25,10,Excellent,19,2022/08/15 18:00:06+00,0.0355338792679617,78.1285160190152
1753,SYR2707,Parrish La,S. Salina,Gary Ave,100,14,28,7,Good,19,2022/07/20 19:27:57+00,0.0693231304089488,152.319579369999
1754,SYR2708,Parrish La,Gary Ave,Coldbrook,200,14,28,7,Good,19,2022/07/20 19:27:57+00,0.291283498899866,640.027052875243
1755,SYR271,Bellevue Ave.,Onondaga Av.,Summit,800,12,30,8,Good,17,2022/11/01 17:37:02+00,0.074926880577102,164.758071225117
1756,SYR2711,Pastime Dr,Court,Turtle,100,1,25,10,Excellent,19,2022/08/17 19:44:21+00,0.0907589056657403,199.855667677691
1757,SYR2712,Pattison St.,Shuart,Boyden,100,6,27,5,Poor,19,2022/08/01 18:37:41+00,0.0632982415691458,139.605447312444
1758,SYR2713,Pattison St.,Boyden,Vine,200,6,27,9,Excellent,19,2022/08/01 18:37:41+00,0.114514226278412,252.148433273254
1759,SYR2714,Paul Ave.,James,George,100,4,25,5,Poor,19,2022/08/03 19:20:52+00,0.187736287503323,413.570836697099
1760,SYR2715,Paul Ave.,George,Teall,200,4,25,5,Poor,19,2022/08/03 19:20:52+00,0.139391090842265,307.052545539878
1761,SYR2717,Pearl St,Willow,Hickory,100,9,37,5,Poor,14,2022/08/16 17:42:11+00,0.0768497293504199,169.518415898124
1762,SYR2719,Pearl St,E. Belden,N. Salina,300,9,36,5,Poor,16,2022/08/16 17:42:41+00,0.149790084693043,330.342296367761
1763,SYR272,Bellevue Ave.,Summit,Clairmonte,900,12,30,9,Excellent,17,2022/07/14 19:27:17+00,0.158504630511945,348.537770126395
1764,SYR2720,Peat St,Erie Blvd,Kidd,100,6,36,6,Fair,19,2022/11/01 16:14:50+00,0.052965421886116,116.910706541559
1765,SYR2721,Peat St,Kidd,Canal,200300,6,36,6,Fair,19,2022/08/18 19:41:55+00,0.147251948760186,325.051390852891
1766,SYR2722,Peat St,Canal,Burnet,400500,6,36,6,Fair,19,2022/08/18 19:41:55+00,0.122550724457334,270.540570325005
1767,SYR2723,Peck Ave.,James,Teall,100,4,25,5,Poor,19,2022/08/03 19:20:52+00,0.256040573834245,564.012934707552
1768,SYR2724,Pennsylvania Ave,Wolf,LeMoyne,100,1,16,10,Excellent,19,2022/08/18 15:33:35+00,0.0906680552967139,199.683798849837
1769,SYR2725,Pershing Ave,Wadsworth,dead end,100,3,28,5,Poor,19,2022/08/04 16:36:30+00,0.0806019669193331,177.356868489491
1770,SYR2726,Peters St,Ash,Butternut,100,3,33,10,Excellent,19,2022/08/17 15:36:16+00,0.133726829032789,294.420289673479
1771,SYR2727,Pharis St,Herkimer,Lewis,100,7,30,6,Fair,19,2022/07/14 16:15:58+00,0.111310203100094,245.539712228706
1772,SYR2728,Pharis St,Lewis,dead end,200,7,30,8,Good,19,2022/07/14 16:15:58+00,0.117320743803544,258.787724502953
1773,SYR2729,Phelps Pl,Monticello Dr. S.,Sunrise,100,14,32,7,Good,19,2022/07/20 19:27:58+00,0.051441193129135,113.065126042019
1774,SYR273,Bellevue Ave.,Clairmonte,Bradley,1000,11,30,9,Excellent,17,2022/07/14 19:27:17+00,0.169208343176425,372.073364479828
1775,SYR2730,Phillips Rd,Demong,Albert,100,17,31,6,Fair,19,2022/08/17 14:07:08+00,0.0961620939797344,211.503270804813
1776,SYR2731,Pierce St,Ballantyne,Rill,100,13,22,7,Good,19,2022/07/27 15:38:19+00,0.0974195579798858,214.908332954574
1777,SYR2732,Pine Grove St,Arnold,Jamesville,0,19,25,6,Fair,19,2022/08/18 14:26:55+00,0.0803745625482863,176.699482563362
1778,SYR2733,Pine St,Erie Blvd,Washington,100,16,30,7,Good,19,2022/08/19 14:41:00+00,0.0896526324795448,197.901358207129
1779,SYR2734,Pine St,Washington,Fayette,200,16,30,6,Fair,19,2022/08/19 14:41:00+00,0.0625978955136602,138.177618645033
1780,SYR2735,Pine St,Fayette,Ashworth,300,16,30,6,Fair,19,2022/08/19 14:41:00+00,0.0507972460995949,112.127495590194
1781,SYR2736,Pine St,Ashworth,Genesee,400,16,30,6,Fair,19,2022/08/19 14:41:00+00,0.0484563211012735,106.959108364289
1782,SYR2738,Pleasant Ave W,S. Salina,Cannon,100,14,27,9,Excellent,19,2022/07/27 15:38:19+00,0.193360728058477,425.09473816789
1783,SYR2739,Pleasant Ave W,Cannon,Midland,200,14,27,9,Excellent,19,2022/07/27 15:38:19+00,0.154757185508718,340.235418733678
1784,SYR274,Bellevue Ave.,Bradley,S. Geddes,1100,11,30,9,Excellent,17,2022/07/14 19:27:17+00,0.126260165808276,277.633627464719
1785,SYR2740,Pleasant Ave W,Midland,McKinley Park,300,13,30,7,Good,19,2022/07/27 15:38:19+00,0.104916971287228,230.656720628978
1786,SYR2741,Pleasantview Ave,Grant Blvd,Bronx Ave,100,3,27,6,Fair,19,2022/08/04 16:36:30+00,0.0620125220334797,136.935974020503
1787,SYR2742,Pleasantview Ave,Bronx Ave,Argyle,200,3,27,10,Excellent,19,2022/08/04 16:36:30+00,0.123171816629895,271.995189316102
1788,SYR2743,Pleasantview Ave,Argyle,Acadia,300,3,27,10,Excellent,19,2022/08/04 16:36:30+00,0.127020543257121,280.502588828218
1789,SYR2744,Pleasantview Ave,Acadia,Rivoli,400,3,27,10,Excellent,19,2022/08/04 16:36:30+00,0.151283347622785,334.094582982965
1790,SYR2745,Plum St,Erie Blvd,Park,100,2,30,6,Fair,19,2022/08/08 13:09:05+00,0.0807266778263667,178.191565134651
1791,SYR2746,Plum St.,Park,Genesee,200,2,30,5,Poor,19,2022/08/08 13:10:10+00,0.101306434057095,223.622964769277
1792,SYR2747,Plum St.,Genesee,Belden,300,2,30,5,Poor,19,2022/08/08 13:10:37+00,0.0811697072756948,179.152419199252
1793,SYR2748,Plum St.,Evans,Solar,400,2,0,5,Poor,19,2022/07/20 15:40:49+00,0.157945200556445,347.884982207042
1794,SYR2749,Plum St.,Solar,Franklin,500,2,0,5,Poor,17,2022/11/10 15:31:49+00,0.0599363676795107,131.950601845647
1795,SYR275,Bellevue Ave.,S. Geddes,Arthur,1200,11,30,9,Excellent,17,2022/11/10 16:03:24+00,0.0924414748839359,203.269090379739
1796,SYR2750,Plymouth Dr.,James,Northcliffe,100,5,23,6,Fair,19,2022/08/03 15:21:53+00,0.133482982524543,294.738426644738
1797,SYR2751,Plymouth Dr.,Northcliffe,Winthrop,200,5,23,7,Good,19,2022/08/03 15:21:53+00,0.10938404744084,241.519350547642
1798,SYR2752,Plymouth Dr.,Winthrop,Glencove,300,5,23,7,Good,19,2022/08/03 15:21:53+00,0.0792992033518902,174.996029877006
1799,SYR2753,Plymouth Dr.,Glencove,Sunnycrest,400,5,23,7,Good,19,2022/08/03 15:21:53+00,0.174554933322184,385.252163457549
1800,SYR2754,Plymouth Dr.,Sunnycrest,Caleb,500,5,23,7,Good,19,2022/08/03 15:21:53+00,0.0531246306078339,117.289714218146
1801,SYR2755,Plymouth Dr.,Caleb,Burnet,600,5,23,6,Fair,19,2022/08/03 15:21:53+00,0.105669501487501,233.294563700616
1802,SYR2756,Polk St,Lime,Smith,100,17,28,9,Excellent,19,2022/08/16 15:33:45+00,0.172216299993734,378.824725509596
1803,SYR2757,Polk St,Smith,dead end,200,17,28,9,Excellent,19,2022/11/01 17:37:50+00,0.0508822867905538,111.925974565886
1804,SYR2758,Pond La,Spring La.,Pond,100,1,21,10,Excellent,19,2022/08/17 15:36:16+00,0.103812190200578,228.655434913413
1805,SYR2759,Pond St,Lodi,Lilac,100,2,30,7,Good,17,2022/08/16 17:59:52+00,0.0554376922539773,122.30261340214
1806,SYR276,Bellevue Ave.,Arthur,Duane,1300,11,30,9,Excellent,17,2022/11/10 16:03:24+00,0.0718793519500877,158.05517850701
1807,SYR2760,Pond St.,Lilac,Alvord,200,2,30,6,Fair,17,2022/08/16 18:00:22+00,0.0497650397842305,109.785471176194
1808,SYR2761,Pond St.,Alvord,Steuben,300,1,30,6,Fair,17,2022/08/16 18:01:22+00,0.0467336474020724,103.103377786466
1809,SYR2762,Pond St.,Steuben,Park,400,1,30,6,Fair,17,2022/08/16 18:04:24+00,0.0477234240778955,105.283573247096
1810,SYR2763,Pond St.,Park,Carbon,500,1,35,5,Poor,17,2022/08/16 18:03:54+00,0.0874239174824609,192.869115137642
1811,SYR2764,Pond St.,Carbon,Spring,600,1,31,5,Poor,17,2022/08/16 18:04:54+00,0.0886896507202859,195.673596990854
1812,SYR2765,Pond St.,Spring,First North,700,1,31,5,Poor,17,2022/08/16 18:05:25+00,0.0958416122129494,211.457552094617
1813,SYR2766,Pond St.,First North,Griffiths,800,1,27,5,Poor,17,2022/08/16 18:05:25+00,0.0646259476155158,142.582026827934
1814,SYR2767,Pond St.,Griffiths,High,900,1,27,5,Poor,17,2022/08/16 18:05:25+00,0.0506448186278014,111.732758708259
1815,SYR2768,Pond St.,Becker,Warham,1000,1,27,6,Fair,17,2022/08/16 18:06:01+00,0.132349336530254,292.014177697196
1816,SYR2769,Pond St.,Warham,Grant Blvd,1100,1,27,5,Poor,17,2022/08/16 18:06:29+00,0.0599521736605504,132.283106669074
1817,SYR277,Bellevue Ave.,Duane,Markland,1400,11,30,9,Excellent,17,2022/11/10 16:03:54+00,0.0610712201982757,134.288931534933
1818,SYR2770,Primrose Ave,dead end,Midland,200,14,29,8,Good,19,2022/07/27 15:38:19+00,0.113389088872605,249.260615413888
1819,SYR2771,Primrose Ave,Midland,McKinley Park,300,13,28,8,Good,19,2022/07/27 15:38:19+00,0.106403143032025,233.902673667965
1820,SYR2772,Prospect Ave,Willow,Hickory,100,9,44,8,Good,19,2022/08/16 18:30:05+00,0.0628612636911246,138.640012105973
1821,SYR2775,Prospect Ave,Laurel,Butternut,400,3,44,7,Good,19,2022/07/19 19:38:44+00,0.0973726165261172,214.767104189055
1822,SYR2776,Prospect Ave,Butternut,Salina,500,3,44,6,Fair,19,2022/11/01 17:38:49+00,0.0843689615056534,186.083672299698
1823,SYR2777,Pulaski St,Geddes/de,Giminski,100,2,36,7,Good,19,2022/07/20 15:40:49+00,0.0855231071040743,188.439941062047
1824,SYR2778,Pulaski St.,Giminski,Bear,200,2,36,7,Good,19,2022/07/20 15:40:49+00,0.0661512121694087,145.760901510591
1825,SYR2779,Pulaski St.,Bear,Hiawatha,0,2,37,6,Fair,19,2022/07/20 15:40:49+00,0.28048367219827,618.056784940254
1826,SYR278,Bellevue Ave.,Markland,Rider,1500,11,30,9,Excellent,17,2022/11/10 16:03:54+00,0.0555997504532127,122.257665870773
1827,SYR2780,Putnam St,Onondaga,Dudley,100,11,30,7,Good,19,2022/08/08 16:15:20+00,0.154536456013853,340.089014733993
1828,SYR2781,Putnam St,Dudley,Bradley,200,11,30,7,Good,19,2022/08/08 16:15:51+00,0.137526308433561,302.757410157669
1829,SYR2782,Putnam St,Bradley,Geddes,300,11,30,6,Fair,19,2022/08/08 16:16:21+00,0.0880826602836531,193.910338180854
1830,SYR2784,Ramsey Ave,Meadowbrook,Scotthom Blvd,100,17,31,5,Poor,19,2022/08/17 15:03:53+00,0.142068574562657,313.481684010364
1831,SYR2785,Randall Ave,Elmhurst,Colvin,100,13,26,4,Poor,19,2022/08/04 16:01:22+00,0.154947695577026,341.879370525738
1832,SYR2786,Randolph St,E. Glen,Clarence,100,14,23,9,Excellent,19,2022/07/27 15:38:19+00,0.0800718507155466,176.617967889514
1833,SYR2787,Randolph St,Clarence,dead end,200,14,23,9,Excellent,19,2022/07/27 15:38:19+00,0.0816850706969532,180.174908798939
1834,SYR2789,Raymond Ave,Kirk Pk. Dr.,W. Newell,100,13,27,9,Excellent,19,2022/07/27 15:38:19+00,0.0873970773594999,192.80785512892
1835,SYR279,Bellevue Ave.,Rider,Reed,1600,11,30,9,Excellent,17,2022/11/10 16:04:25+00,0.0509418298343028,112.015442577743
1836,SYR2790,Raynor Ave E,S.Salina,Montgomery,100,18,0,6,Fair,19,2022/08/24 16:06:51+00,0.0487733353276385,107.252864252659
1837,SYR2791,Raynor Ave E,Montgomery,State,200,18,36,6,Fair,19,2022/08/24 16:01:21+00,0.0675759795030594,148.600926266378
1838,SYR2793,Raynor Ave E,Oakwood,McBride,400,18,36,5,Poor,19,2022/08/24 19:20:27+00,0.0903614282660726,198.705518827295
1839,SYR2794,Raynor Ave E,Fineview,Henry,600,16,36,4,Poor,19,2022/08/19 14:41:00+00,0.0585423904844402,128.735747016455
1840,SYR2795,Raynor Ave E,Henry,Stadium,700,16,36,6,Fair,19,2022/08/19 14:41:00+00,0.0626585587362335,137.788338446193
1841,SYR2796,Raynor Ave E,Stadium,Irving,800,16,36,8,Good,19,2022/08/19 14:41:00+00,0.0627599904212761,138.011573114882
1842,SYR2797,Redfield Pl,Maryland,Lancaster,100,16,24,4,Poor,19,2022/08/24 15:44:10+00,0.145878860874415,320.802458235876
1843,SYR2798,Reed Ave,Bellevue,Stolp,100,11,25,9,Excellent,19,2022/07/14 16:32:19+00,0.191038444741011,421.56827836823
1844,SYR2799,Reed Ave,Stolp,Argonne,200,11,25,8,Good,19,2022/07/14 16:15:57+00,0.211362583393388,466.293043872134
1845,SYR28,"Adams St., E.",Irving,Crouse,900,16,30,9,Excellent,16,2022/08/24 14:16:12+00,0.0620079680446437,136.370727787383
1846,SYR280,Bellevue Ave.,Reed,Upland,1700,11,30,9,Excellent,17,2022/11/10 16:04:25+00,0.117347171593822,258.033104802801
1847,SYR2802,Renwick Ave,Taylor,Jackson,300,15,30,5,Poor,19,2022/08/24 19:15:55+00,0.0921982230476762,203.231734719592
1848,SYR2804,Renwick Ave,Fineview,Castle,600,16,30,5,Poor,17,2022/08/19 14:41:00+00,0.206808309264572,456.267117361379
1849,SYR2805,Rich St,Onondaga,Tallman,100,10,28,8,Good,19,2022/08/08 16:12:47+00,0.0970721380722821,214.101109289544
1850,SYR2806,Rich St,Tallman,Bellevue,200,12,28,7,Good,19,2022/07/19 19:19:13+00,0.168680963448325,372.23648718988
1851,SYR2807,Rich St,Bellevue,Sterling,300,12,28,7,Good,19,2022/07/19 19:19:13+00,0.111920289065994,246.984139743641
1852,SYR2808,Rich St,Sterling,Cheney/Marginal,400,12,28,6,Fair,19,2022/07/19 19:19:13+00,0.134040016114776,295.776068841693
1853,SYR2809,Richard Rd,Winkworth,City Line,100,11,25,7,Good,19,2022/11/10 16:18:35+00,0.182269103795103,402.177786463767
1854,SYR281,Bellevue Ave.,Upland,Bungalow,1800,11,30,9,Excellent,17,2022/11/10 16:04:55+00,0.0625941480644791,137.637123029542
1855,SYR2810,Richardson Ave,W. Lafayette,W. Newell,100,13,27,7,Good,19,2022/07/27 15:38:19+00,0.11245864146878,248.099364251236
1856,SYR2811,Richfield Ave,S. Salina,Coldbrook,100,14,28,7,Good,19,2022/07/20 19:27:58+00,0.226034856647252,496.682528256491
1857,SYR2812,Richfield Ave,Coldbrook,dead end,300,14,28,6,Fair,19,2022/07/20 19:27:58+00,0.0810021829394868,177.989903690322
1858,SYR2813,Richmond Ave,Van Rennselaer,Geddes,0,2,27,8,Good,19,2022/08/08 12:49:23+00,0.227688570638632,500.805046617204
1859,SYR2814,Richmond Ave,Geddes,Wall,300,2,27,6,Fair,19,2022/08/08 12:49:52+00,0.117235022903907,257.864314631004
1860,SYR2815,Richmond Ave,Wall,Liberty,400,2,27,6,Fair,19,2022/08/08 12:50:22+00,0.0610930115648791,134.374974631801
1861,SYR2816,Richmond Ave,Liberty,Lakeview,500,2,27,6,Fair,19,2022/08/08 12:50:52+00,0.173352369547929,381.289835996105
1862,SYR2817,Rider Ave,Bellevue,Stolp,100,11,24,7,Good,19,2022/07/14 16:15:57+00,0.191366615562242,422.292878918169
1863,SYR2818,Rider Ave,Stolp,Hancock,200,11,24,8,Good,19,2022/07/14 16:15:57+00,0.215528490234675,475.412007724132
1864,SYR2819,Ridgeway Ave,Beattie,Seeley,100,17,27,9,Excellent,19,2022/08/16 15:18:28+00,0.230439061165842,506.854461628754
1865,SYR282,Bellevue Ave.,Bungalow,Velasko,1900,11,30,9,Excellent,17,2022/11/10 16:05:26+00,0.0848501435216998,186.678256895835
1866,SYR2820,Ridgewood Dr,James,Northcliffe,100,5,23,6,Fair,19,2022/08/03 15:21:53+00,0.048684636648808,107.426523448042
1867,SYR2821,Ridgewood Dr,Northcliffe,Winthrop,200,5,23,6,Fair,19,2022/08/03 15:21:53+00,0.119170277947513,263.121820010857
1868,SYR2822,Ridgewood Dr,Glencove,Caleb,400,5,23,6,Fair,19,2022/08/03 15:21:53+00,0.154263734506316,340.597862541441
1869,SYR2823,Riegel St,Greenway,Peat,300,6,22,9,Excellent,19,2022/08/18 19:41:55+00,0.248179166555846,546.083629157486
1870,SYR2824,Rigi Ave.,James,Tyson,100,5,24,5,Poor,19,2022/08/03 19:20:52+00,0.132839185657551,293.326362523775
1871,SYR2825,Rigi Ave.,Tyson,Coughlin,200,4,0,5,Poor,19,2022/08/03 19:20:52+00,0.196166170450999,433.177549052035
1872,SYR2826,Rill Ave,Midland,Pierce,100,13,24,9,Excellent,19,2022/07/27 15:38:19+00,0.0552332818752041,121.411270070111
1873,SYR2827,Rill Ave,Pierce,Conan,200,13,24,8,Good,19,2022/07/27 15:38:19+00,0.045881954125305,100.855873127589
1874,SYR2828,Rill Ave,Conan,dead end,300,13,24,0,Not Rated,19,2022/10/31 15:41:54+00,0.0279919576054941,61.5308280398504
1875,SYR2829,Riverdale Dr,W. Seneca Tnpk,Kramer,100,13,27,8,Good,19,2022/07/20 19:27:57+00,0.085973975531839,189.59475537387
1876,SYR283,Bellevue Ave.,Velasko,Austin,2000,11,36,9,Excellent,17,2022/11/10 16:05:26+00,0.0957487464446667,210.772732263118
1877,SYR2830,Riverdale Dr,Kramer,Crestview,200,13,27,8,Good,19,2022/07/20 19:27:57+00,0.17779611586826,391.380184711682
1878,SYR2831,Rivoli Ave,Kenwick,Pleasantview,100,3,0,10,Excellent,19,2022/08/04 16:36:30+00,0.0500764062383585,110.19672960069
1879,SYR2832,Rivoli Ave,Pleasantview,Wainwright,200,3,0,10,Excellent,19,2022/08/04 16:36:30+00,0.0426130822520213,93.7728801271228
1880,SYR2833,Robert Drive,Hughes,East Colvin,100,0,0,5,Poor,19,2022/08/18 14:35:29+00,0.215108081061956,473.868277957411
